title,url,description,skills,duration,platform,language,category,sub_category,skills_parsed,normalized_skills
machine learning specialization,https://www.coursera.org/specializations/machine-learning-introduction,"#breakintoai with machine learning specialization. master fundamental ai concepts and develop practical machine learning skills in the beginner-friendly, 3-course program by ai visionary andrew ng","decision trees, artificial neural network, logistic regression, recommender systems, linear regression, regularization to avoid overfitting, gradient descent, supervised learning, logistic regression for classification, xgboost, tensorflow, tree ensembles,",Approximately 3 months to complete,coursera,english,data science,machine learning,"['decision trees', 'artificial neural network', 'logistic regression', 'recommender systems', 'linear regression', 'regularization to avoid overfitting', 'gradient descent', 'supervised learning', 'logistic regression for classification', 'xgboost', 'tensorflow', 'tree ensembles']",['tensorflow']
introduction to data science specialization,https://www.coursera.org/specializations/introduction-data-science,launch your career in data science. gain foundational data science skills to prepare for a career or further advanced learning in data science.,"data science, relational database management system rdbms , cloud databases, python programming, sql, deep learning, machine learning, big data, data mining, github, jupyter notebooks, rstudio,",Approximately 5 months to complete,coursera,english,data science,data analysis,"['data science', 'relational database management system rdbms', 'cloud databases', 'python programming', 'sql', 'deep learning', 'machine learning', 'big data', 'data mining', 'github', 'jupyter notebooks', 'rstudio']","['data science', 'cloud databases', 'python', 'sql', 'deep learning', 'machine learning', 'big data', 'data mining', 'github', 'jupyter notebook']"
data science fundamentals with python and sql specialization,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,"build the foundation for your data science career. develop hands-on experience with jupyter, python, sql. perform statistical analysis on real data sets.","data science, github, python programming, jupyter notebooks, rstudio, data analysis, pandas, numpy, probability and statistics, regression analysis, data visualization dataviz , statistical hypothesis testing,",Approximately 7 months to complete,coursera,english,data science,data analysis,"['data science', 'github', 'python programming', 'jupyter notebooks', 'rstudio', 'data analysis', 'pandas', 'numpy', 'probability and statistics', 'regression analysis', 'data visualization dataviz', 'statistical hypothesis testing']","['data science', 'github', 'python', 'jupyter notebook', 'data analysis', 'pandas', 'numpy', 'statistics and probability', 'regression analysis']"
key technologies for business specialization,https://www.coursera.org/specializations/key-technologies-for-business,get ahead with key business technologies. gain foundational understanding of key technologies driving modern businesses,"data science, artificial intelligence ai , business, cloud computing, technology, cloud native, devops, iaas paas saas, hybrid multicloud, deep learning, jobs, machine learning,",Approximately 3 months to complete,coursera,english,business,business essentials,"['data science', 'artificial intelligence ai', 'business', 'cloud computing', 'technology', 'cloud native', 'devops', 'iaas paas saas', 'hybrid multicloud', 'deep learning', 'jobs', 'machine learning']","['data science', 'cloud computing', 'devops', 'deep learning', 'machine learning']"
deep learning specialization,https://www.coursera.org/specializations/deep-learning,become a machine learning expert. master the fundamentals of deep learning and break into ai. recently updated with cutting-edge techniques,"artificial neural network, convolutional neural network, tensorflow, recurrent neural network, transformers, deep learning, backpropagation, python programming, neural network architecture, mathematical optimization, hyperparameter tuning, inductive transfer,",Approximately 5 months to complete,coursera,english,data science,machine learning,"['artificial neural network', 'convolutional neural network', 'tensorflow', 'recurrent neural network', 'transformers', 'deep learning', 'backpropagation', 'python programming', 'neural network architecture', 'mathematical optimization', 'hyperparameter tuning', 'inductive transfer']","['tensorflow', 'deep learning', 'python']"
ibm darden digital strategy specialization,https://www.coursera.org/specializations/digital-strategy,get ahead with key business and technical skills. understand how current technologies are changing industry and create strategy to transform your business,"data science, digital transformation, artificial intelligence ai , business strategy, cloud computing, deep learning, jobs, machine learning, strategy, swot analysis, value proposition, competitiveness,",Approximately 7 months to complete,coursera,english,data science,machine learning,"['data science', 'digital transformation', 'artificial intelligence ai', 'business strategy', 'cloud computing', 'deep learning', 'jobs', 'machine learning', 'strategy', 'swot analysis', 'value proposition', 'competitiveness']","['data science', 'business strategy', 'cloud computing', 'deep learning', 'machine learning', 'strategy']"
ibm ai foundations for business specialization,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,,"data science, artificial intelligence ai , information technology it architecture, data architecture, leadership, deep learning, jobs, machine learning, big data, data mining, management, analytics,",Approximately 2 months to complete,coursera,english,data science,machine learning,"['data science', 'artificial intelligence ai', 'information technology it architecture', 'data architecture', 'leadership', 'deep learning', 'jobs', 'machine learning', 'big data', 'data mining', 'management', 'analytics']","['data science', 'leadership', 'deep learning', 'machine learning', 'big data', 'data mining', 'analytics']"
data analysis and visualization foundations specialization,https://www.coursera.org/specializations/data-analysis-visualization-foundations,"get ahead w/ data analysis visualization skills. enhance your career by learning to analyze data using excel spreadsheets, and create stunning visualizations and interactive dashboards with cognos.","data science, spreadsheet, microsoft excel, data analysis, data visualization dataviz , pivot table, ibm cognos analytics, dashboard,",Approximately 4 months to complete,coursera,english,data science,data analysis,"['data science', 'spreadsheet', 'microsoft excel', 'data analysis', 'data visualization dataviz', 'pivot table', 'ibm cognos analytics', 'dashboard']","['data science', 'data analysis', 'dashboard']"
applied data science specialization,https://www.coursera.org/specializations/applied-data-science,"get hands-on skills for a career in data science. learn python, analyze and visualize data. apply your skills to data science and machine learning.","data science, python programming, data analysis, pandas, numpy, jupyter notebooks, predictive modelling, data visualization dataviz , model selection, dashboards and charts, dash, matplotlib,",Approximately 6 months to complete,coursera,english,data science,machine learning,"['data science', 'python programming', 'data analysis', 'pandas', 'numpy', 'jupyter notebooks', 'predictive modelling', 'data visualization dataviz', 'model selection', 'dashboards and charts', 'dash', 'matplotlib']","['data science', 'python', 'data analysis', 'pandas', 'numpy', 'jupyter notebook', 'predictive modeling', 'excel charts and dashboards', 'matplotlib']"
data engineering foundations specialization,https://www.coursera.org/specializations/data-engineering-foundations,"build the foundation for a data engineering career. develop hands-on experience with python, sql, and relational databases and master the fundamentals of the data engineering ecosystem.","information engineering, python programming, extraction, transformation and loading etl , relational database management system rdbms , sql, data science, database dbms , nosql, data analysis, pandas, numpy, jupyter notebooks,",Approximately 5 months to complete,coursera,english,information technology,data management,"['information engineering', 'python programming', 'extraction', 'transformation and loading etl', 'relational database management system rdbms', 'sql', 'data science', 'database dbms', 'nosql', 'data analysis', 'pandas', 'numpy', 'jupyter notebooks']","['python', 'sql', 'data science', 'nosql', 'data analysis', 'pandas', 'numpy', 'jupyter notebook']"
it fundamentals for cybersecurity specialization,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,launch your career in cybersecurity. acquire the knowledge you need to work in cybersecurity,"operating system security, database vulnerabilities, cybersecurity, networking basics, cyber attacks, information security infosec , ibm new collar, malware, network security, sql injection,",Approximately 5 months to complete,coursera,english,information technology,security,"['operating system security', 'database vulnerabilities', 'cybersecurity', 'networking basics', 'cyber attacks', 'information security infosec', 'ibm new collar', 'malware', 'network security', 'sql injection']","['cybersecurity', 'basic networking', 'network security']"
applied software engineering fundamentals specialization,https://www.coursera.org/specializations/software-engineering-fundamentals,"build the foundation of your career in software. develop hands-on experience with git, github, linux, and python, and learn the fundamentals of software engineering.","linux, software design and architecture, python programming, git and github, software development lifecycle sdlc , basic programming concepts, careers in software engineering, programming languages and frameworks, the software development lifecycle sdlc , software architecture, shell script, bash unix shell ,",Approximately 5 months to complete,coursera,english,computer science,software development,"['linux', 'software design and architecture', 'python programming', 'git and github', 'software development lifecycle sdlc', 'basic programming concepts', 'careers in software engineering', 'programming languages and frameworks', 'the software development lifecycle sdlc', 'software architecture', 'shell script', 'bash unix shell']","['linux', 'iot architecture and design', 'python', 'shell scripting']"
"devops, cloud, and agile foundations specialization",https://www.coursera.org/specializations/devops-cloud-and-agile-foundations,,"cloud native, devops, scrum, cloud computing, agile, test-driven development, ci/cd, behavior-driven development, iaas paas saas, hybrid multicloud, agile software development, scrum methodology,",Approximately 4 months to complete,coursera,english,computer science,design and product,"['cloud native', 'devops', 'scrum', 'cloud computing', 'agile', 'test-driven development', 'ci', 'cd', 'behavior-driven development', 'iaas paas saas', 'hybrid multicloud', 'agile software development', 'scrum methodology']","['devops', 'scrum', 'cloud computing', 'agile']"
cloud application development foundations specialization,https://www.coursera.org/specializations/ibm-cloud-application-development-foundations,kickstart your career as a cloud native developer. learn the foundational front-end and back-end skills for developing and deploying applications on cloud.,"devops, python programming, node.js, html and css, cloud applications, cloud native, iaas paas saas, hybrid multicloud, cloud computing, cascading style sheets css , html, git software ,",Approximately 6 months to complete,coursera,english,information technology,cloud computing,"['devops', 'python programming', 'node.js', 'html and css', 'cloud applications', 'cloud native', 'iaas paas saas', 'hybrid multicloud', 'cloud computing', 'cascading style sheets css', 'html', 'git software']","['devops', 'python', 'node.js', 'cloud computing', 'html']"
python for everybody specialization,https://www.coursera.org/specializations/python,"learn to program and analyze data with python. develop programs to gather, clean, analyze, and visualize data.","json, xml, python programming, database dbms , python syntax and semantics, basic programming language, computer programming, data structure, tuple, web scraping, sqlite, sql,",Approximately 8 months to complete,coursera,english,computer science,software development,"['json', 'xml', 'python programming', 'database dbms', 'python syntax and semantics', 'basic programming language', 'computer programming', 'data structure', 'tuple', 'web scraping', 'sqlite', 'sql']","['json', 'xml', 'python', 'data structures', 'sqlite', 'sql']"
information technology it and cloud fundamentals specialization,https://www.coursera.org/specializations/it-cloud-fundamentals,"kickstart a new it and cloud career . master hardware, operating systems, programming, database, networking, storage, cybersecurity, and cloud computing essentials.","it fundamentals, cybersecurity, cloud, networking, hardware, technical support, it service management itsm , troubleshooting, it career, software development process, database management, software application development,",Approximately 7 months to complete,coursera,english,information technology,cloud computing,"['it fundamentals', 'cybersecurity', 'cloud', 'networking', 'hardware', 'technical support', 'it service management itsm', 'troubleshooting', 'it career', 'software development process', 'database management', 'software application development']","['cybersecurity', 'cloud', 'networking', 'troubleshooting', 'database management', 'web application development']"
"bi foundations with sql, etl and data warehousing specialization",https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,"springboard for bi analytics success. develop hands-on skills for building data pipelines, warehouses, reports and dashboards.","shell script, bash unix shell , linux, cloud databases, python programming, jupyter notebooks, relational database management system rdbms , sql, extraction, transformation and loading etl , apache kafka, apache airflow, data pipelines,",Approximately 5 months to complete,coursera,english,information technology,data management,"['shell script', 'bash unix shell', 'linux', 'cloud databases', 'python programming', 'jupyter notebooks', 'relational database management system rdbms', 'sql', 'extraction', 'transformation and loading etl', 'apache kafka', 'apache airflow', 'data pipelines']","['shell scripting', 'linux', 'cloud databases', 'python', 'jupyter notebook', 'sql', 'apache kafka', 'data pipelines']"
business foundations specialization,https://www.coursera.org/specializations/wharton-business-foundations,"solve real business problems. build a foundation of core business skills in marketing, finance, accounting and operations.","positioning marketing , marketing, marketing strategy, customer satisfaction, financial accounting, accounting, financial statement, balance sheet, decision-making, change management, human resources hr , discounted cash flow,",Approximately 7 months to complete,coursera,english,business,business essentials,"['positioning marketing', 'marketing', 'marketing strategy', 'customer satisfaction', 'financial accounting', 'accounting', 'financial statement', 'balance sheet', 'decision-making', 'change management', 'human resources hr', 'discounted cash flow']","['marketing strategy', 'change management']"
meta react native specialization,https://www.coursera.org/specializations/meta-react-native,"become a cross-platform mobile app developer. learn in-demand skills for developing reliable, scalable and user-friendly mobile apps for multiple operating systems, such as ios and android.","web development, react web framework , html and css, mobile development, javascript, test-driven development, front-end web development, object-oriented programming oop , linux, bash unix shell , github, version control,",Approximately 8 months to complete,coursera,english,computer science,mobile and web development,"['web development', 'react web framework', 'html and css', 'mobile development', 'javascript', 'test-driven development', 'front-end web development', 'object-oriented programming oop', 'linux', 'bash unix shell', 'github', 'version control']","['web development', 'react frameworks', 'mobile development', 'javascript', 'linux', 'github', 'version control']"
mathematics for machine learning and data science specialization,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,"master the toolkit of ai and machine learning. mathematics for machine learning and data science is a beginner-friendly specialization where you ll learn the fundamental mathematics toolkit of machine learning calculus, linear algebra, statistics, and probability.","bayesian statistics, machine learning, mathematics, probability, linear regression, linear equation, eigenvalues and eigenvectors, linear algebra, determinants, calculus, mathematical optimization, gradient descent,",Approximately 3 months to complete,coursera,english,computer science,algorithms,"['bayesian statistics', 'machine learning', 'mathematics', 'probability', 'linear regression', 'linear equation', 'eigenvalues and eigenvectors', 'linear algebra', 'determinants', 'calculus', 'mathematical optimization', 'gradient descent']","['basic statistics', 'machine learning', 'linear algebra']"
ai foundations for everyone specialization,https://www.coursera.org/specializations/ai-foundations-for-everyone,,"data science, deep learning, artificial intelligence ai , machine learning, watson computer , jobs, application programming interfaces api , watson,",Approximately 3 months to complete,coursera,english,data science,data analysis,"['data science', 'deep learning', 'artificial intelligence ai', 'machine learning', 'watson computer', 'jobs', 'application programming interfaces api', 'watson']","['data science', 'deep learning', 'machine learning']"
finance quantitative modeling for analysts specialization,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,,"financial modeling, corporate finance, microsoft excel, modeling, linear regression, probabilistic models, regression analysis, monte carlo method, linear programming lp , solver, discounted cash flow, decision-making,",Approximately 4 months to complete,coursera,english,business,finance,"['financial modeling', 'corporate finance', 'microsoft excel', 'modeling', 'linear regression', 'probabilistic models', 'regression analysis', 'monte carlo method', 'linear programming lp', 'solver', 'discounted cash flow', 'decision-making']","['financial modeling', 'regression analysis']"
machine learning engineering for production mlops specialization,https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,become a machine learning expert. productionize your machine learning knowledge and expand your production engineering capabilities.,"managing machine learning production systems, deployment pipelines, model pipelines, data pipelines, machine learning engineering for production, human-level performance hlp , concept drift, model baseline, project scoping and design, ml deployment challenges, ml metadata, convolutional neural network,",Approximately 4 months to complete,coursera,english,data science,machine learning,"['managing machine learning production systems', 'deployment pipelines', 'model pipelines', 'data pipelines', 'machine learning engineering for production', 'human-level performance hlp', 'concept drift', 'model baseline', 'project scoping and design', 'ml deployment challenges', 'ml metadata', 'convolutional neural network']","['ml pipelines', 'data pipelines']"
business and financial modeling specialization,https://www.coursera.org/specializations/wharton-business-financial-modeling,build business and financial models. use spreadsheet models to make data-driven financial decisions,"financial modeling, microsoft excel, simulation, linear programming lp , modeling, linear regression, probabilistic models, regression analysis, monte carlo method, solver, risk, cash flow,",Approximately 6 months to complete,coursera,english,business,business essentials,"['financial modeling', 'microsoft excel', 'simulation', 'linear programming lp', 'modeling', 'linear regression', 'probabilistic models', 'regression analysis', 'monte carlo method', 'solver', 'risk', 'cash flow']","['financial modeling', 'simulation', 'regression analysis']"
business analytics specialization,https://www.coursera.org/specializations/business-analytics,make data-driven business decisions. achieve fluency in business data strategies in four discipline-specific courses.,"customer analytics, analytics, business analytics, decision tree, predictive analytics, regression analysis, marketing performance measurement and management, simulation, mathematical optimization, solver, talent management, performance management,",Approximately 6 months to complete,coursera,english,data science,data analysis,"['customer analytics', 'analytics', 'business analytics', 'decision tree', 'predictive analytics', 'regression analysis', 'marketing performance measurement and management', 'simulation', 'mathematical optimization', 'solver', 'talent management', 'performance management']","['analytics', 'business analysis', 'predictive analytics', 'regression analysis', 'simulation']"
learn sql basics for data science specialization,https://www.coursera.org/specializations/learn-sql-basics-data-science,,"data analysis, apache spark, delta lake, sql, data science, sqlite, a/b testing, query string, predictive analytics, presentation skills, creating metrics, exploratory data analysis,",Approximately 4 months to complete,coursera,english,data science,data analysis,"['data analysis', 'apache spark', 'delta lake', 'sql', 'data science', 'sqlite', 'b testing', 'query string', 'predictive analytics', 'presentation skills', 'creating metrics', 'exploratory data analysis']","['data analysis', 'apache spark', 'sql', 'data science', 'sqlite', 'a/b testing', 'predictive analytics', 'presentation skills']"
ai for business specialization,https://www.coursera.org/specializations/ai-for-business-wharton,"learn the fundamentals of ai and machine learning. develop a deployment strategy for incorporating ai, ml, and big data into your organization that will take advantage of cutting-edge technologies","artificial intelligence ai , machine learning, management, analytics, fraud prevention,",Approximately 4 months to complete,coursera,english,business,leadership and management,"['artificial intelligence ai', 'machine learning', 'management', 'analytics', 'fraud prevention']","['machine learning', 'analytics']"
digital product management specialization,https://www.coursera.org/specializations/uva-darden-digital-product-management,implement a modern approach to product management. master the fundamentals that create great teams and products,"hypothesis-driven development, product management, design thinking, agile, lean startup, product/market fit, innovation pipeline, agile user stories, user experience design uxd , agile software development, software development, usability testing,",Approximately 5 months to complete,coursera,english,computer science,design and product,"['hypothesis-driven development', 'product management', 'design thinking', 'agile', 'lean startup', 'product', 'market fit', 'innovation pipeline', 'agile user stories', 'user experience design uxd', 'agile software development', 'software development', 'usability testing']","['product management', 'design thinking', 'agile', 'software developer', 'usability testing']"
leading the modern day business specialization,https://www.coursera.org/specializations/leading-modern-day-business,,"marketing, business strategy, leadership and management, storytelling, innovation, technology disruption, digital trends, competitive lifecycle, digital strategy, strategic management, strategic thinking, design thinking,",Approximately 4 months to complete,coursera,english,business,leadership and management,"['marketing', 'business strategy', 'leadership and management', 'storytelling', 'innovation', 'technology disruption', 'digital trends', 'competitive lifecycle', 'digital strategy', 'strategic management', 'strategic thinking', 'design thinking']","['business strategy', 'leadership and team management', 'storytelling', 'innovation', 'design thinking']"
graphic design specialization,https://www.coursera.org/specializations/graphic-design,make compelling design. learn and apply the principles of graphic design towards a comprehensive branding project.,"visual communication, branding communication, graphic design, art history, typography, creativity, graphics, design theory, color theory, adobe illustrator, history, adobe indesign,",Approximately 6 months to complete,coursera,english,arts and humanities,music and art,"['visual communication', 'branding communication', 'graphic design', 'art history', 'typography', 'creativity', 'graphics', 'design theory', 'color theory', 'adobe illustrator', 'history', 'adobe indesign']","['graphic design', 'typography', 'creativity', 'color theory', 'adobe illustrator', 'adobe indesign']"
security analyst fundamentals specialization,https://www.coursera.org/specializations/security-analyst-fundamentals,launch your career in cybersecurity.. acquire the knowledge you need to work as a cybersecurity analyst.,"threat intelligence, digital forensics, data breach, cybersecurity analyst, computer security incident management, scripting, forensics, penetration test, cybersecurity, application security, network defensive tactics, security analyst,",Approximately 4 months to complete,coursera,english,information technology,security,"['threat intelligence', 'digital forensics', 'data breach', 'cybersecurity analyst', 'computer security incident management', 'scripting', 'forensics', 'penetration test', 'cybersecurity', 'application security', 'network defensive tactics', 'security analyst']","['threat intelligence', 'scripting', 'forensics', 'penetration testing', 'cybersecurity', 'web application security']"
improve your english communication skills specialization,https://www.coursera.org/specializations/improve-english,improve your english communication skills. write and speak more professionally in english to increase your business success.,"professional, email writing, presentation, writing, communication, stress, public speaking, speech,",Approximately 5 months to complete,coursera,english,language learning,learning english,"['professional', 'email writing', 'presentation', 'writing', 'communication', 'stress', 'public speaking', 'speech']",['communication']
entrepreneurship specialization,https://www.coursera.org/specializations/wharton-entrepreneurship,"turn your idea into a funded business. develop, launch, fund and grow your own business","growth strategies, exit strategy, finance, entrepreneurship, discovery-driven planning, elevator pitch, planning, brand management, choosing advisors, brand, strategic management, marketing,",Approximately 6 months to complete,coursera,english,business,entrepreneurship,"['growth strategies', 'exit strategy', 'finance', 'entrepreneurship', 'discovery-driven planning', 'elevator pitch', 'planning', 'brand management', 'choosing advisors', 'brand', 'strategic management', 'marketing']",['brand management']
foundations of positive psychology specialization,https://www.coursera.org/specializations/positivepsychology,positive psychology well-being for life. master strategies and tools that enable individuals and organizations to thrive,"gratitude, goal setting, research methodology, resilience, character strengths and virtues, positive education, positive psychology, savoring, plan, communication, mindfulness, flourishing,",Approximately 5 months to complete,coursera,english,business,business essentials,"['gratitude', 'goal setting', 'research methodology', 'resilience', 'character strengths and virtues', 'positive education', 'positive psychology', 'savoring', 'plan', 'communication', 'mindfulness', 'flourishing']",['communication']
data science specialization,https://www.coursera.org/specializations/jhu-data-science,"launch your career in data science. a ten-course introduction to data science, developed and taught by leading professors.","github, machine learning, r programming, regression analysis, data science, rstudio, data analysis, debugging, data manipulation, regular expression regex , data cleansing, cluster analysis,",Approximately 11 months to complete,coursera,english,data science,data analysis,"['github', 'machine learning', 'r programming', 'regression analysis', 'data science', 'rstudio', 'data analysis', 'debugging', 'data manipulation', 'regular expression regex', 'data cleansing', 'cluster analysis']","['github', 'machine learning', 'r', 'regression analysis', 'data science', 'data analysis', 'debugging', 'data cleaning']"
supply chain management specialization,https://www.coursera.org/specializations/supply-chain-management,"supply chain management. master the fundamentals logistics, operations, planning, sourcing, and strategy","forecasting, logistics, supply chain, lean six sigma, supply chain risk management, warehouse management, logistics planning, inventory, six sigma, microsoft excel, planning, demand forecasting,",Approximately 6 months to complete,coursera,english,business,business essentials,"['forecasting', 'logistics', 'supply chain', 'lean six sigma', 'supply chain risk management', 'warehouse management', 'logistics planning', 'inventory', 'six sigma', 'microsoft excel', 'planning', 'demand forecasting']","['forecasting', 'logistics', 'six sigma']"
fintech foundations applications of financial technology specialization,https://www.coursera.org/specializations/wharton-fintech,,"investment management, cryptocurrency, regulation, blockchain,",Approximately 4 months to complete,coursera,english,business,business essentials,"['investment management', 'cryptocurrency', 'regulation', 'blockchain']",['blockchain']
search engine optimization seo specialization,https://www.coursera.org/specializations/seo,become an seo expert. master search engine optimization tools and strategies,"search algorithm, search engine optimization seo , mathematical optimization, semantics, social media, keyword research, marketing, content marketing, social media marketing,",Approximately 5 months to complete,coursera,english,business,marketing,"['search algorithm', 'search engine optimization seo', 'mathematical optimization', 'semantics', 'social media', 'keyword research', 'marketing', 'content marketing', 'social media marketing']","['social media', 'keyword research', 'content marketing', 'social media marketing']"
ai product management specialization,https://www.coursera.org/specializations/ai-product-management-duke,"manage the design development of ml products. understand how machine learning works and when and how it can be applied to solve problems. learn to apply the data science process and best practices to lead machine learning projects, and how to develop human-centered ai products which ensure privacy and ethical standards.","data science, artificial intelligence ai , machine learning, predictive analytics, modeling, artificial neural network, project management, privacy, design thinking, ethics,",Approximately 4 months to complete,coursera,english,data science,machine learning,"['data science', 'artificial intelligence ai', 'machine learning', 'predictive analytics', 'modeling', 'artificial neural network', 'project management', 'privacy', 'design thinking', 'ethics']","['data science', 'machine learning', 'predictive analytics', 'project management', 'design thinking']"
introduction to programming with python and java specialization,https://www.coursera.org/specializations/programming-python-java,"boost your computer programming skills. with minimal previous exposure, learn two popular programming languages at an accelerated pace.","programming principles, python programming, java programming, data structure, computer programming, python tools, python syntax and semantics, data science, python libraries, data analysis, data visualization dataviz , java tools,",Approximately 4 months to complete,coursera,english,computer science,software development,"['programming principles', 'python programming', 'java programming', 'data structure', 'computer programming', 'python tools', 'python syntax and semantics', 'data science', 'python libraries', 'data analysis', 'data visualization dataviz', 'java tools']","['python', 'java', 'data structures', 'data science', 'data analysis']"
construction management specialization,https://www.coursera.org/specializations/construction-management,construction project management and planning. develop and understand the foundations of project planning and scheduling techniques,"schedule, cost estimate, cost control, finance, real estate finance, project management, construction management, work breakdown structure, project planning, linear scheduling method, program evaluation and review technique pert , critical path method,",Approximately 7 months to complete,coursera,english,business,leadership and management,"['schedule', 'cost estimate', 'cost control', 'finance', 'real estate finance', 'project management', 'construction management', 'work breakdown structure', 'project planning', 'linear scheduling method', 'program evaluation and review technique pert', 'critical path method']","['project management', 'project planning']"
ibm introduction to machine learning specialization,https://www.coursera.org/specializations/ibm-intro-machine-learning,learn machine learning through real use cases. build the skills for a career in one of the most relevant fields of modern ai through hands-on projects and curriculum from ibm s experts.,"machine learning regression, machine learning classification, machine learning, unsupervised learning, exploratory data analysis, artificial intelligence ai , feature engineering, statistical hypothesis testing, regression analysis, supervised learning, linear regression, ridge regression,",Approximately 6 months to complete,coursera,english,data science,data analysis,"['machine learning regression', 'machine learning classification', 'machine learning', 'unsupervised learning', 'exploratory data analysis', 'artificial intelligence ai', 'feature engineering', 'statistical hypothesis testing', 'regression analysis', 'supervised learning', 'linear regression', 'ridge regression']","['machine learning', 'feature engineering', 'regression analysis']"
data analysis and presentation skills the pwc approach specialization,https://www.coursera.org/specializations/pwc-analytics,"make smarter business decisions with data analysis. understand data, apply data analytics tools and create effective business intelligence presentations","data analysis, microsoft excel, data visualization dataviz , presentation, data-informed decision-making, big data, pivot table, data cleansing, dashboard business , data virtualization, communication, presentation design,",Approximately 6 months to complete,coursera,english,business,business essentials,"['data analysis', 'microsoft excel', 'data visualization dataviz', 'presentation', 'data-informed decision-making', 'big data', 'pivot table', 'data cleansing', 'dashboard business', 'data virtualization', 'communication', 'presentation design']","['data analysis', 'big data', 'data cleaning', 'data visualization', 'communication']"
aws fundamentals specialization,https://www.coursera.org/specializations/aws-fundamentals,,"aws identity and access management, networking on aws, aws management console, cloud computing, aws security, aws, information privacy, cloud management, security, cloud applications, aws lambda, amazon lex,",Approximately 5 months to complete,coursera,english,information technology,cloud computing,"['aws identity and access management', 'networking on aws', 'aws management console', 'cloud computing', 'aws security', 'aws', 'information privacy', 'cloud management', 'security', 'cloud applications', 'aws lambda', 'amazon lex']","['aws networking', 'cloud computing', 'aws security', 'aws', 'cloud cost management', 'security']"
data science foundations using r specialization,https://www.coursera.org/specializations/data-science-foundations-r,,"data science, machine learning, github, r programming, exploratory data analysis, rstudio, data analysis, debugging, data manipulation, regular expression regex , data cleansing, cluster analysis,",Approximately 5 months to complete,coursera,english,data science,data analysis,"['data science', 'machine learning', 'github', 'r programming', 'exploratory data analysis', 'rstudio', 'data analysis', 'debugging', 'data manipulation', 'regular expression regex', 'data cleansing', 'cluster analysis']","['data science', 'machine learning', 'github', 'r', 'data analysis', 'debugging', 'data cleaning']"
python 3 programming specialization,https://www.coursera.org/specializations/python-3-programming,become a fluent python programmer. learn the fundamentals and become an independent programmer.,"json, computer programming, python programming, sorting,",Approximately 5 months to complete,coursera,english,computer science,software development,"['json', 'computer programming', 'python programming', 'sorting']","['json', 'python']"
reinforcement learning specialization,https://www.coursera.org/specializations/reinforcement-learning,master the concepts of reinforcement learning. implement a complete rl solution and understand how to apply ai tools to solve real-world problems.,"artificial intelligence ai , machine learning, reinforcement learning, function approximation, intelligent systems,",Approximately 5 months to complete,coursera,english,data science,machine learning,"['artificial intelligence ai', 'machine learning', 'reinforcement learning', 'function approximation', 'intelligent systems']","['machine learning', 'reinforcement learning']"
accelerated computer science fundamentals specialization,https://www.coursera.org/specializations/cs-fundamentals,data structures and algorithms in c++. learn fundamentals of computer science while implementing efficient data structures in c++.,"run-time analysis, algorithms, hash table, trees data structures , object-oriented programming oop ,",Approximately 3 months to complete,coursera,english,computer science,algorithms,"['run-time analysis', 'algorithms', 'hash table', 'trees data structures', 'object-oriented programming oop']",['algorithms']
digital marketing specialization,https://www.coursera.org/specializations/digital-marketing,"drive customer behavior online. a six-course overview of the latest digital marketing skills, taught by industry experts.","digital marketing, marketing, pricing strategies, marketing mix, product strategies, data collection, analytics, data analysis, data visualization dataviz , marketing analytics, marketing performance, marketing channel,",Approximately 8 months to complete,coursera,english,business,marketing,"['digital marketing', 'marketing', 'pricing strategies', 'marketing mix', 'product strategies', 'data collection', 'analytics', 'data analysis', 'data visualization dataviz', 'marketing analytics', 'marketing performance', 'marketing channel']","['digital marketing', 'product strategy', 'data collection', 'analytics', 'data analysis', 'marketing analytics']"
devops on aws specialization,https://www.coursera.org/specializations/aws-devops,launch your career in devops. master devops methodologies and aws services to deliver faster and more reliable updates to your customers,"continuous integration, devops, monitoring and logging, continuous delivery, microservices, aws identity and access management, networking on aws, aws management console, cloud computing, aws security, test automation, aws cloud,",Approximately 3 months to complete,coursera,english,computer science,software development,"['continuous integration', 'devops', 'monitoring and logging', 'continuous delivery', 'microservices', 'aws identity and access management', 'networking on aws', 'aws management console', 'cloud computing', 'aws security', 'test automation', 'aws cloud']","['devops', 'monitoring & logging', 'microservices', 'aws networking', 'cloud computing', 'aws security', 'test automation', 'aws cloud']"
generative adversarial networks gans specialization,https://www.coursera.org/specializations/generative-adversarial-networks-gans,break into the gans space. master cutting-edge gans techniques through three hands-on courses,"generator, image-to-image translation, glossary of computer graphics, discriminator, generative adversarial networks, controllable generation, wgans, conditional generation, components of gans, dcgans, bias in gans, stylegans,",Approximately 3 months to complete,coursera,english,data science,machine learning,"['generator', 'image-to-image translation', 'glossary of computer graphics', 'discriminator', 'generative adversarial networks', 'controllable generation', 'wgans', 'conditional generation', 'components of gans', 'dcgans', 'bias in gans', 'stylegans']",[]
