title,url,description,skills,duration,platform,language,category,sub_category,skills_parsed,normalized_skills
machine learning in the enterprise,https://www.coursera.org/learn/art-science-ml?specialization=machine-learning-tensorflow-gcp,this course takes a real-world approach to the ml workflow through a case study. an ml team faces several ml business requirements and use cases. the team must understand the tools required for data management and governance and consider the best approach for data preprocessing.,"tensorflow,machine learning,cloud computing,",Approx. 23 hours to complete,coursera,english,data science,machine learning,"['tensorflow', 'machine learning', 'cloud computing']","['tensorflow', 'machine learning', 'cloud computing']"
"designing, running, and analyzing experiments",https://www.coursera.org/learn/designexperiments?specialization=interaction-design,"you may never be sure whether you have an effective user experience until you have tested it with users. in this course, you ll learn how to design user-centered experiments, how to run such experiments, and how to analyze data from these experiments in order to evaluate and validate user experiences. you will work through real-world examples of experiments from the fields of ux, ixd, and hci, understanding issues in experiment design and analysis. you will analyze multiple data sets using recipes given to you in the r statistical programming language -- no prior programming experience is assumed or required, but you will be required to read, understand, and modify code snippets provided to you. by the end of the course, you will be able to knowledgeably design, run, and analyze your own experiments that give statistical weight to your designs.","experiment,experimental design,statistical model,r programming,statistics,",Approx. 15 hours to complete,coursera,english,computer science,design and product,"['experiment', 'experimental design', 'statistical model', 'r programming', 'statistics']","['statistical modeling', 'r', 'statistics']"
blockchain and cryptocurrency explained,https://www.coursera.org/learn/crypto-finance?specialization=financialtechnology,"the sudden rise in the value of bitcoin and other cryptocurrencies, and its subsequent decline, focused the world s attention on cryptocurrencies as a means of payment. blockchain technology powers bitcoin and has been hyped as the next new, transformative technology.","cryptocurrency,decentralization algorithms,consensus algorithms,blockchain,blockchain as a business solution,",Approx. 8 hours to complete,coursera,english,business,finance,"['cryptocurrency', 'decentralization algorithms', 'consensus algorithms', 'blockchain', 'blockchain as a business solution']","['consensus algorithms', 'blockchain']"
device-based models with tensorflow lite,https://www.coursera.org/learn/device-based-models-tensorflow?specialization=tensorflow-data-and-deployment,bringing a machine learning model into the real world involves a lot more than just modeling. this specialization will teach you how to navigate various deployment scenarios and use data more effectively to train your model.,"tensorflow lite,mathematical optimization,machine learning,tensorflow,object detection,",Approx. 10 hours to complete,coursera,english,computer science,software development,"['tensorflow lite', 'mathematical optimization', 'machine learning', 'tensorflow', 'object detection']","['machine learning', 'tensorflow']"
ai for medical prognosis,https://www.coursera.org/learn/ai-for-medical-prognosis?specialization=ai-for-medicine,"ai is transforming the practice of medicine. it s helping doctors diagnose patients more accurately, make predictions about patients future health, and recommend better treatments. this specialization will give you practical experience in applying machine learning to concrete problems in medicine.","deep learning,machine learning,time-to-event modeling,random forest,model tuning,",Approx. 29 hours to complete,coursera,english,data science,machine learning,"['deep learning', 'machine learning', 'time-to-event modeling', 'random forest', 'model tuning']","['deep learning', 'machine learning']"
surveillance systems the building blocks,https://www.coursera.org/learn/epidemiology-surveillance-systems?specialization=professional-epidemiology,"epidemiology is often described as the cornerstone science and public health and public health surveillance is a cornerstone of epidemiology. this course will help you build your technical awareness and skills for working with a variety of surveillance systems. along the way, we ll focus on system objectives, data reporting, the core surveillance attributes, and performance assessment. this course is designed for public health practitioners and anyone who wants to learn more about the basics of public health surveillance. if you develop or implement surveillance systems or aspire to do so or use the data resulting from surveillance, then this course is for you. it s s also for people who are interested in understanding more about this fundamental epidemiologic tool and public health practice.","data collection,epidemiology,surveillance,disease surveillance,",Approx. 5 hours to complete,coursera,english,health,public health,"['data collection', 'epidemiology', 'surveillance', 'disease surveillance']",['data collection']
clinical trials management and advanced operations,https://www.coursera.org/learn/clinical-trials-management-and-advanced-operations?specialization=clinical-trials-operations,"in this course, you ll learn about the more advanced elements of managing clinical trials. from anticipating and planning for protocol events to conducting systematic reviews to synthesize evidence, you and your study team need the skills to implement best practices throughout the trial process. you ll learn how to recognize and respond to problems and adverse events, comply with regulations, and participate in frameworks that promote transparency. you ll also learn how systematic review and meta-analysis is used to synthesize evidence from multiple sources. finally, you ll learn how your research can benefit from the adoption and consistent use of standardized study documents.","ethics,reproducibility,meta-analysis,compliance,evidence synthesis,",Approx. 4 hours to complete,coursera,english,health,public health,"['ethics', 'reproducibility', 'meta-analysis', 'compliance', 'evidence synthesis']",['compliance']
c++ basics selection and iteration,https://www.coursera.org/learn/codio-cpp-basics?specialization=hands-on-cpp,code and run your first c++ program in minutes without installing anything,"iteration,variables,c++,computer science,conditionals,",Approx. 8 hours to complete,coursera,english,computer science,software development,"['iteration', 'variables', 'c++', 'computer science', 'conditionals']",['c++']
strategy implementation,https://www.coursera.org/learn/strategy-implementation?specialization=strategic-management,even a thoroughly developed business strategy may fail if you don t pay enough attention to its implementation. this rings particularly true with strategies based on innovation or implemented in complex or fast-changing environments.,"strategic management,strategy implementation,performance management,strategic planning,",Approx. 19 hours to complete,coursera,english,business,business strategy,"['strategic management', 'strategy implementation', 'performance management', 'strategic planning']",['strategic planning']
modeling risk and realities,https://www.coursera.org/learn/wharton-risk-models?specialization=wharton-business-financial-modeling,"useful quantitative models help you to make informed decisions both in situations in which the factors affecting your decision are clear, as well as in situations in which some important factors are not clear at all. in this course, you can learn how to create quantitative models to reflect complex realities, and how to include in your model elements of risk and uncertainty. you ll also learn the methods for creating predictive models for identifying optimal choices and how those choices change in response to changes in the model s assumptions. you ll also learn the basics of the measurement and management of risk. by the end of this course, you ll be able to build your own models with your own data, so that you can begin making data-informed decisions. you ll also be prepared for the next course in the specialization.","modeling,risk,microsoft excel,simulation,",Approx. 7 hours to complete,coursera,english,business,business essentials,"['modeling', 'risk', 'microsoft excel', 'simulation']",['simulation']
interaction design capstone project,https://www.coursera.org/learn/interaction-design-capstone?specialization=interaction-design,"apply the skills you learned during the sequence of courses -- from needfinding to visual design -- as you redesign a new interface, service, or product for your interaction design capstone project. we re working with some exciting design teams in silicon valley across multiple industries to develop real-world design challenges for this final project. upon completion, you will have a polished capstone project you can share in your design portfolio to highlight your work and document your design process.","usability testing,user research,user experience ux ,user interface,",Approx. 35 hours to complete,coursera,english,computer science,design and product,"['usability testing', 'user research', 'user experience ux', 'user interface']","['usability testing', 'user research', 'user experience']"
story and narrative development for video games,https://www.coursera.org/learn/video-game-story?specialization=game-design,"in this course, you will examine how storytelling acts as a vital mechanism for driving video gameplay forward. looking at several historical and contemporary games, you will be asked to evaluate and interpret different story styles with the goal of identifying themes and procedures for your own game ideas. we ll examine traditional narrative story processes, such as three-act structure, and how they fit into game story flows and the strategic elements of gameplay. ultimately, you will learn how to define character, setting, and structure to create a compelling game concept.","interactive storytelling,video game development,video game design,game design,",Approx. 11 hours to complete,coursera,english,arts and humanities,music and art,"['interactive storytelling', 'video game development', 'video game design', 'game design']",['game design']
business intelligence and competitive analysis,https://www.coursera.org/learn/businessintelligence?specialization=supply-chain-analytics,"by the end of 2019, it is clear that american airlines aal , the world s largest airline group and a sp500 company, is in trouble. with the growth rate of its stock price ranked at the bottom of all major us airlines and going in the opposite direction from the sp500 index, aal needs to find out what is going on, and how to turn the company and its stock price around.","management consulting,benchmarking,data analysis,business intelligence,competitive analysis,",Approx. 10 hours to complete,coursera,english,business,business essentials,"['management consulting', 'benchmarking', 'data analysis', 'business intelligence', 'competitive analysis']","['data analysis', 'business intelligence', 'competitive analysis']"
what is contemporary art,https://www.coursera.org/learn/contemporary-art?specialization=modern-contemporary-art-design,"what is contemporary art in this course, you ll consider this question through more than 70 works of art made between 1980 and the present, with a focus on art from the past decade. you ll hear directly from artists, architects, and designers from around the globe about their creative processes, materials, and inspiration.","creativity,art,history,museums,art history,",Approx. 11 hours to complete,coursera,english,arts and humanities,music and art,"['creativity', 'art', 'history', 'museums', 'art history']",['creativity']
influencing people,https://www.coursera.org/learn/influencing-people?specialization=leading-teams,"this course will improve your ability to influence people in situations where you cannot use formal authority. you will learn about effective ways to build, develop, and sustain a power base in your organization. you will also learn influence tactics that enable you to be more persuasive and influential in working with your superiors, peers, and even subordinates. in addition, you will learn how to build and maintain high-quality relationships to further maximize your informal power and ability to influence others. importantly, you will distinguish between influence and manipulation and learn how to protect yourself from the unwanted influence of others.","leadership,management,social skills,influencer marketing,",Approx. 10 hours to complete,coursera,english,business,business essentials,"['leadership', 'management', 'social skills', 'influencer marketing']",['leadership']
creativity and entrepreneurship,https://www.coursera.org/learn/creativity-entrepreneurship?specialization=music-business,creativity entrepreneurship will help you tap into your inner creativity and learn how to leverage it for career development or business innovation.,"rapid prototyping,hone observation skills,presentation skills,teambuilding,",Approx. 8 hours to complete,coursera,english,business,leadership and management,"['rapid prototyping', 'hone observation skills', 'presentation skills', 'teambuilding']",['presentation skills']
web design for everybody capstone,https://www.coursera.org/learn/web-design-project?specialization=web-design,the capstone will develop a professional-quality web portfolio. students will demonstrate the ability to design and implement a responsive site for a minimum of three platforms. adherence to validation and accessibility standards will be required. the evolving student implementations will be reviewed each week by capstone peers and teaching assistants to make sure that the student keeps up with the agenda of the course.,"web design,html,javascript,cascading style sheets css ,",Approx. 17 hours to complete,coursera,english,computer science,mobile and web development,"['web design', 'html', 'javascript', 'cascading style sheets css']","['web design', 'html', 'javascript']"
mastering data analysis in excel,https://www.coursera.org/learn/analytics-excel?specialization=excel-mysql,"important the focus of this course is on math - specifically, data-analysis concepts and methods - not on excel for its own sake. we use excel to do our calculations, and all math formulas are given as excel spreadsheets, but we do not attempt to cover excel macros, visual basic, pivot tables, or other intermediate-to-advanced excel functionality.","binary classification,data analysis,microsoft excel,linear regression,",Approx. 21 hours to complete,coursera,english,data science,data analysis,"['binary classification', 'data analysis', 'microsoft excel', 'linear regression']",['data analysis']
consulting approach to problem solving,https://www.coursera.org/learn/consulting-problem-solving?specialization=managementconsulting,this is the #3 course in the specialization on management consulting.,"management consulting,problem solving,data analysis,consulting,lean six sigma,",Approx. 7 hours to complete,coursera,english,business,business strategy,"['management consulting', 'problem solving', 'data analysis', 'consulting', 'lean six sigma']","['problem solving', 'data analysis']"
linux kernel programming and introduction to yocto project,https://www.coursera.org/learn/linux-kernel-programming-yocto-project?specialization=advanced-embedded-linux-development,"this course provides an introduction to kernel driver development for the linux operating system. the yocto build system is introduced, which students use to build their own custom embedded linux system through programming assignments.","shell script,c programming,linux,embedded systems,",Approx. 40 hours to complete,coursera,english,computer science,software development,"['shell script', 'c programming', 'linux', 'embedded systems']","['shell scripting', 'c', 'linux', 'embedded systems']"
adjectives and adjective clauses,https://www.coursera.org/learn/adjective-clauses?specialization=intermediate-grammar,"being able to adeptly use adjective clauses in speaking and writing is useful for upper level english learners. adjectives and adjective clauses are very common in english, so students need to be able to understand them when they see them or hear them. students often struggle to bring complexity to their speaking and writing and adjective clauses can be a great way to do this.","apposition,grammar,english language,adjective,",Approx. 24 hours to complete,coursera,english,language learning,learning english,"['apposition', 'grammar', 'english language', 'adjective']",['grammar']
perfect tenses and modals,https://www.coursera.org/learn/perfect-tenses-modals?specialization=intermediate-grammar,"this is the first course in the learn english intermediate grammar specialization. in this course, you will learn about important intermediate verb tenses, including present perfect, present perfect progressive, past perfect, and past perfect progressive. you will also learn about common modal verbs used in english. this course is designed for learners who have a basic understanding of english grammar but who want to learn more and improve their skills for everyday speaking or writing, as well as for academics. it will be a fun class with lots of entertaining and informative video lectures.","english grammar,grammar,perfect tenses,writing,",Approx. 28 hours to complete,coursera,english,language learning,learning english,"['english grammar', 'grammar', 'perfect tenses', 'writing']",['grammar']
communication in the 21st century workplace,https://www.coursera.org/learn/communication-in-the-workplace?specialization=career-success,"the workplace is more diverse than ever before. as the world population grows and our connectivity increases, it is common to work alongside colleagues from different generations, life experiences, cultures, genders, orientations, and religions. the increased diversity coupled with the shift toward remote and hybrid work environments means it s more critical than ever to develop appropriate communication strategies and practices. this course will teach you to identify and adapt your own communication style to not only increase team productivity, but also build bridges with colleagues from all backgrounds.","business communication,communication,communications management,",Approx. 10 hours to complete,coursera,english,business,business essentials,"['business communication', 'communication', 'communications management']",['communication']
principles of ux/ui design,https://www.coursera.org/learn/principles-of-ux-ui-design?specialization=meta-react-native,"learn the fundamentals of user experience ux research and design. become immersed in the ux process of identifying problems and iterating and testing designs to find appropriate solutions. you ll learn how to empathize with users through best-practice research approaches, and create common ux artifacts such as user personas. and you ll use ux insights to make appropriate design decisions.","web design,front-end web development,user experience ux ,accessibility,",Approx. 21 hours to complete,coursera,english,computer science,mobile and web development,"['web design', 'front-end web development', 'user experience ux', 'accessibility']","['web design', 'user experience', 'accessibility']"
basic statistics,https://www.coursera.org/learn/basic-statistics?specialization=social-science,"understanding statistics is essential to understand research in the social and behavioral sciences. in this course you will learn the basics of statistics not just how to calculate them, but also how to evaluate them. this course will also prepare you for the next course in the specialization - the course inferential statistics.","statistics,confidence interval,statistical hypothesis testing,r programming,",Approx. 26 hours to complete,coursera,english,data science,probability and statistics,"['statistics', 'confidence interval', 'statistical hypothesis testing', 'r programming']","['statistics', 'r']"
visual perception,https://www.coursera.org/learn/perception?specialization=firstprinciplesofcomputervision,the ultimate goal of a computer vision system is to generate a detailed symbolic description of each image shown. this course focuses on the all-important problem of perception.,"image segmentation,artificial neural network,apperance matching,tracking,computer vision,",Approx. 10 hours to complete,coursera,english,computer science,algorithms,"['image segmentation', 'artificial neural network', 'apperance matching', 'tracking', 'computer vision']","['market segmentation', 'computer vision']"
fashion design,https://www.coursera.org/learn/fashion-design-process?specialization=transforming-fashion-business,"fashion design is about looking to the future to innovate for today, but it is important to understand the foundation of the design process. in this course, you will learn about technological developments in fashion design, 3d and digital printing, and artisanal design and craftsmanship. you ll explore building your brand through design aesthetics, materials, silhouettes and fit. you ll discover the importance of collaboration with other designers and how new modes of thinking and inspiration are integral to the design process. finally, you ll examine the future of fashion forecasting, and how the observation of trends, social movements, politics, environmentalism, and pop culture are crucial to building your brand strategy.","trend analysis,ethical design and production,collaboration,innovation,design technique,",Approx. 10 hours to complete,coursera,english,business,business strategy,"['trend analysis', 'ethical design and production', 'collaboration', 'innovation', 'design technique']","['collaboration', 'innovation']"
software security,https://www.coursera.org/learn/software-security?specialization=cyber-security,"this course we will explore the foundations of software security. we will consider important software vulnerabilities and attacks that exploit them -- such as buffer overflows, sql injection, and session hijacking -- and we will consider defenses that prevent or mitigate these attacks, including advanced testing and program analysis techniques. importantly, we take a build security in mentality, considering techniques at each phase of the development cycle that can be used to strengthen the security of software systems. successful learners in this course typically have completed sophomore/junior-level undergraduate work in a technical field, have some familiarity with programming, ideally in c/c++ and one other managed program language like ml or java , and have prior exposure to algorithms. students not familiar with these languages but with others can improve their skills through online web tutorials.","fuzz testing,buffer overflow,sql injection,penetration test,",Approx. 17 hours to complete,coursera,english,computer science,computer security and networks,"['fuzz testing', 'buffer overflow', 'sql injection', 'penetration test']",['penetration testing']
"c++ for c programmers, part a",https://www.coursera.org/learn/c-plus-plus-a?specialization=coding-for-everyone,this course is for experienced c programmers who want to program in c++. the examples and exercises require a basic understanding of algorithms and object-oriented software.,"graph theory,c++11,c++,graph algorithms,",Approx. 13 hours to complete,coursera,english,computer science,software development,"['graph theory', 'c++11', 'c++', 'graph algorithms']",['c++']
usable security,https://www.coursera.org/learn/usable-security?specialization=cyber-security,"this course focuses on how to design and build secure systems with a human-centric focus. we will look at basic principles of human-computer interaction, and apply these insights to the design of secure systems with the goal of developing security measures that respect human performance and their goals within a system.","cybersecurity,usability,privacy,user interface,",Approx. 11 hours to complete,coursera,english,computer science,computer security and networks,"['cybersecurity', 'usability', 'privacy', 'user interface']","['cybersecurity', 'usability']"
cloud computing foundations,https://www.coursera.org/learn/cloud-computing-foundations-duke?specialization=building-cloud-computing-solutions-at-scale,"welcome to the first course in the building cloud computing solutions at scale specialization in this course, you will learn how to build foundational cloud computing infrastructure, including websites involving serverless technology and virtual machines. you will also learn how to apply agile software development techniques to projects which will be useful in building portfolio projects and global-scale cloud infrastructures.","github,devops,cloud computing,",Approx. 19 hours to complete,coursera,english,information technology,cloud computing,"['github', 'devops', 'cloud computing']","['github', 'devops', 'cloud computing']"
programming fundamentals,https://www.coursera.org/learn/programming-fundamentals?specialization=c-programming,"programming is an increasingly important skill, whether you aspire to a career in software development, or in other fields. this course is the first in the specialization introduction to programming in c, but its lessons extend to any language you might want to learn. this is because programming is fundamentally about figuring out how to solve a class of problems and writing the algorithm, a clear set of steps to solve any problem in its class. this course will introduce you to a powerful problem-solving process the seven steps which you can use to solve any programming problem. in this course, you will learn how to develop an algorithm, then progress to reading code and understanding how programming concepts relate to algorithms.","algorithms,programming language concepts,problem solving,c programming,",Approx. 18 hours to complete,coursera,english,computer science,algorithms,"['algorithms', 'programming language concepts', 'problem solving', 'c programming']","['algorithms', 'problem solving', 'c']"
business applications of hypothesis testing and confidence interval estimation,https://www.coursera.org/learn/hypothesis-testing-confidence-intervals?specialization=business-statistics-analysis,confidence intervals and hypothesis tests are very important tools in the business statistics toolbox. a mastery over these topics will help enhance your business decision making and allow you to understand and measure the extent of risk or uncertainty in various business processes.,"data analysis,microsoft excel,statistical hypothesis testing,",Approx. 24 hours to complete,coursera,english,data science,data analysis,"['data analysis', 'microsoft excel', 'statistical hypothesis testing']",['data analysis']
inspiring and motivating individuals,https://www.coursera.org/learn/motivate-people-teams?specialization=leading-teams,"in this course, you will learn how to create a shared vision for your team and effectively communicate it to your teammates. you will also learn how to set effective goals and expectations in a way that best enables your team to attain the shared vision. finally, you will understand the most important needs and drivers of performance across cultures, and will learn to align rewards with desired behaviors so that your teammates are motivated to attain the team s objectives.","goal setting,communication,leadership,leadership development,",Approx. 14 hours to complete,coursera,english,business,leadership and management,"['goal setting', 'communication', 'leadership', 'leadership development']","['communication', 'leadership']"
professional skills for international business,https://www.coursera.org/learn/professional-skills-networking?specialization=mba,this course provides insight into the key professional skills needed by managers at all levels of an organisation. you ll learn key skills such as how to make a positive first impression how to become a role model at work effective time and resource management and networking.,"delegation,personal branding,leadership,management,",Approx. 19 hours to complete,coursera,english,business,business essentials,"['delegation', 'personal branding', 'leadership', 'management']",['leadership']
object-oriented c++ inheritance and encapsulation,https://www.coursera.org/learn/object-oriented-cpp?specialization=hands-on-cpp,code and run your first c++ program in minutes without installing anything,"object-oriented programming oop ,polymorphism,c++,inheritance,computer science,",Approx. 9 hours to complete,coursera,english,computer science,software development,"['object-oriented programming oop', 'polymorphism', 'c++', 'inheritance', 'computer science']","['polymorphism', 'c++', 'inheritance']"
applied social network analysis in python,https://www.coursera.org/learn/python-social-network-analysis?specialization=data-science-python,this course will introduce the learner to network analysis through tutorials using the networkx library. the course begins with an understanding of what network analysis is and motivations for why we might model phenomena as networks. the second week introduces the concept of connectivity and network robustness. the third week will explore ways of measuring the importance or centrality of a node in a network. the final week will explore the evolution of networks over time and cover models of network generation and the link prediction problem.,"graph theory,network analysis,python programming,social network analysis,",Approx. 26 hours to complete,coursera,english,data science,data analysis,"['graph theory', 'network analysis', 'python programming', 'social network analysis']","['network analysis', 'python']"
collaborative foresight how to game the future,https://www.coursera.org/learn/collaborative-foresight?specialization=futures-thinking,"you ll never have a complete picture of what s possible in the future if you look at it from just one point of view. the best way to expand your vision engage as many people as you can, and game out the possibilities together.","creativity,strategic planning,future forecasting,gaming,collaboration,",Approx. 14 hours to complete,coursera,english,business,business essentials,"['creativity', 'strategic planning', 'future forecasting', 'gaming', 'collaboration']","['creativity', 'strategic planning', 'collaboration']"
pattern discovery in data mining,https://www.coursera.org/learn/data-patterns?specialization=data-mining,"learn the general concepts of data mining along with basic methodologies and applications. then dive into one subfield in data mining pattern discovery. learn in-depth concepts, methods, and applications of pattern discovery in data mining. we will also introduce methods for data-driven phrase mining and some interesting applications of pattern discovery. this course provides you the opportunity to learn skills and content to practice and engage in scalable pattern discovery methods on massive transactional data, discuss pattern evaluation measures, and study methods for mining diverse kinds of patterns, sequential patterns, and sub-graph patterns.","streams,sequential pattern mining,data mining algorithms,data mining,",Approx. 17 hours to complete,coursera,english,data science,data analysis,"['streams', 'sequential pattern mining', 'data mining algorithms', 'data mining']",['data mining']
developing cloud apps with node.js and react,https://www.coursera.org/learn/node-js?specialization=ibm-cloud-application-development-foundations,"in a recent stack overflow survey, node.js was used by about 50 of the developers who answered the survey, making it the most used server-side technology. express ranked as the fourth most popular web technology overall, making it the most popular server-side web framework.","web development,back-end development,server-side javascript,express,computer science,",Approx. 16 hours to complete,coursera,english,computer science,software development,"['web development', 'back-end development', 'server-side javascript', 'express', 'computer science']","['web development', 'express']"
managing cloud-native applications with kubernetes,https://www.coursera.org/learn/managing-cloud-native-applications-with-kubernetes?specialization=cloud-native-development-openshift-kubernetes,"managing cloud-native applications with kubernetes do100b is designed for it professionals without previous cloud application deployment experience to learn basic kubernetes skills. this course is the second course of a three-course specialization. in this specialization, you will run, deploy, and test containerized applications with zero-downtime releases.","cloud platforms,cloud applications,kubernetes,cloud computing,",Approx. 8 hours to complete,coursera,english,information technology,cloud computing,"['cloud platforms', 'cloud applications', 'kubernetes', 'cloud computing']","['cloud platforms', 'kubernetes', 'cloud computing']"
number theory and cryptography,https://www.coursera.org/learn/number-theory-cryptography?specialization=discrete-mathematics,"a prominent expert in the number theory godfrey hardy described it in the beginning of 20th century as one of the most obviously useless branches of pure mathematics . just 30 years after his death, an algorithm for encryption of secret messages was developed using achievements of number theory. it was called rsa after the names of its authors, and its implementation is probably the most frequently used computer program in the world nowadays. without it, nobody would be able to make secure payments over the internet, or even log in securely to e-mail and other personal services. in this course we will start with the basics of the number theory and get to cryptographic protocols based on it. by the end, you will be able to apply the basics of the number theory to encrypt and decrypt messages, and to break the code if one applies rsa carelessly. you will even pass a cryptographic quest","number theory,cryptography,modular exponentiation,",Approx. 16 hours to complete,coursera,english,computer science,algorithms,"['number theory', 'cryptography', 'modular exponentiation']",['cryptography']
forecasting skills see the future before it happens,https://www.coursera.org/learn/forecasting-skills?specialization=futures-thinking,"for many people, the future comes as a surprise or even a shock. but with strong forecasting skills, you can avoid future shock. you can adapt faster, and become better prepared to benefit from change.","foresight,creativity,strategic thinking,scenario development,innovation,",Approx. 13 hours to complete,coursera,english,business,business essentials,"['foresight', 'creativity', 'strategic thinking', 'scenario development', 'innovation']","['creativity', 'innovation']"
exploring and producing data for business decision making,https://www.coursera.org/learn/business-data?specialization=managerial-economics-business-analysis,"this course provides an analytical framework to help you evaluate key problems in a structured fashion and will equip you with tools to better manage the uncertainties that pervade and complicate business processes. specifically, you will learn how to summarize data and learn concepts of frequency, normal distribution, statistical studies, sampling, and confidence intervals.","data analysis,microsoft excel,statistical analysis,normal distribution,",Approx. 23 hours to complete,coursera,english,business,business essentials,"['data analysis', 'microsoft excel', 'statistical analysis', 'normal distribution']","['data analysis', 'statistical analysis']"
simulation skills this is your brain on the future,https://www.coursera.org/learn/simulation-skills?specialization=futures-thinking,do you want to learn how to simulate the future more creatively and more effectively this course is for you.,"foresight,creativity,strategic planning,simulation,innovation,",Approx. 13 hours to complete,coursera,english,business,business essentials,"['foresight', 'creativity', 'strategic planning', 'simulation', 'innovation']","['creativity', 'strategic planning', 'simulation', 'innovation']"
automating image processing,https://www.coursera.org/learn/automating-image-processing?specialization=image-processing,"in this course, you will build on the skills acquired in image segmentation, filtering, and region analysis to explore large sets of images and video files. it s impractical to manually inspect results in large data sets. automating image processing allows you to do your work more efficiently.","image processing,object detection,matlab,video processing,",Approx. 13 hours to complete,coursera,english,physical science and engineering,electrical engineering,"['image processing', 'object detection', 'matlab', 'video processing']",['matlab']
ai workflow business priorities and data ingestion,https://www.coursera.org/learn/ibm-ai-workflow-business-priorities-data-ingestion?specialization=ibm-ai-workflow,"this is the first course of a six part specialization. you are strongly encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.","data science,information engineering,artificial intelligence ai ,machine learning,python programming,",Approx. 7 hours to complete,coursera,english,data science,machine learning,"['data science', 'information engineering', 'artificial intelligence ai', 'machine learning', 'python programming']","['data science', 'machine learning', 'python']"
introduction to relational databases rdbms,https://www.coursera.org/learn/introduction-to-relational-databases?specialization=data-engineering-foundations,"are you ready to dive into the world of data engineering you ll need a solid understanding of how data is stored, processed, and accessed. you ll need to identify the different types of database that are appropriate for the kind of data you are working with and what processing the data requires.","database db design,database architecture,postgresql,mysql,relational database management system rdbms ,",Approx. 18 hours to complete,coursera,english,information technology,data management,"['database db design', 'database architecture', 'postgresql', 'mysql', 'relational database management system rdbms']","['postgresql', 'mysql']"
physics 102 - electric charges and fields,https://www.coursera.org/learn/physics-102-electric-charges-fields?specialization=introduction-to-electricity-magnetism,"this course serves as an introduction to the physics of electricity and magnetism. upon completion, learners will have an understanding of how the forces between electric charges are described by fields, and how these fields are related to electrical circuits. they will gain experience in solving physics problems with tools such as graphical analysis, algebra, vector analysis, and calculus. the course follows the typical progression of topics of a first-semester university physics course charges, electric forces, electric fields potential, magnetic fields, currents, magnetic moments, electromagnetic induction, and circuits. each module contains reading links to a free textbook, complete video lectures, conceptual quizzes, and a set of homework problems. once the modules are completed, the course ends with an exam. this comprehensive course series is similar in detail and rigor to what is taught on-campus. it will thoroughly prepare learners for their upcoming introductory physics courses, or more advanced courses in physics.","electronic circuits,physics,force fields,problem solving,electrical engineering,",Approx. 22 hours to complete,coursera,english,physical science and engineering,physics and astronomy,"['electronic circuits', 'physics', 'force fields', 'problem solving', 'electrical engineering']","['physics', 'problem solving']"
"greedy algorithms, minimum spanning trees, and dynamic programming",https://www.coursera.org/learn/algorithms-greedy?specialization=algorithms,"the primary topics in this part of the specialization are greedy algorithms scheduling, minimum spanning trees, clustering, huffman codes and dynamic programming knapsack, sequence alignment, optimal search trees .","spanning tree,algorithms,dynamic programming,greedy algorithm,",Approx. 15 hours to complete,coursera,english,computer science,algorithms,"['spanning tree', 'algorithms', 'dynamic programming', 'greedy algorithm']",['algorithms']
problem solving with excel,https://www.coursera.org/learn/excel-analysis?specialization=pwc-analytics,"this course explores excel as a tool for solving business problems. in this course you will learn the basic functions of excel through guided demonstration. each week you will build on your excel skills and be provided an opportunity to practice what you ve learned. finally, you will have a chance to put your knowledge to work in a final project. please note, the content in this course was developed using a windows version of excel 2013.","data analysis,microsoft excel,pivot table,data cleansing,",Approx. 20 hours to complete,coursera,english,data science,data analysis,"['data analysis', 'microsoft excel', 'pivot table', 'data cleansing']","['data analysis', 'data cleaning']"
estrategia de precios,https://www.coursera.org/learn/estrategia-precios?specialization=implementacion-marketing-mix,"la fijaci n de precios es una de las decisiones de marketing m s importantes, pero menos entendidas. aprenda y practique conceptos y t cnicas, y conozca las ltimas reflexiones en materia de evaluaci n y formulaci n de estrategias de fijaci n de precios. analice el modo en que las empresas tratan de captar valor, adem s de beneficios, en los ingresos que obtienen.","marketing,pricing strategies,business strategy,pricing,strategic management,",Approx. 11 hours to complete,coursera,spanish,business,marketing,"['marketing', 'pricing strategies', 'business strategy', 'pricing', 'strategic management']",['business strategy']
introduction to intellectual property,https://www.coursera.org/learn/introduction-intellectual-property?specialization=introduction-intellectual-property,"intellectual property is the currency of the tech world, with the world s most valuable intellectual property assets dwarfing the value of their real-world counterparts. apple trademarked brand was valued at over 100 billion as of 2017. j.k. rowling s harry potter franchise has generated over 25 billion to date. but how did the law come to create such enormous value in intangible assets","brand management,asset management,value proposition,intellectual property,",Approx. 15 hours to complete,coursera,english,social sciences,law,"['brand management', 'asset management', 'value proposition', 'intellectual property']",['brand management']
"gis data formats, design and quality",https://www.coursera.org/learn/gis-data?specialization=gis,"in this course, the second in the geographic information systems gis specialization, you will go in-depth with common data types such as raster and vector data , structures, quality and storage during four week-long modules","spatial analysis,analytics,workflow,data management,",Approx. 27 hours to complete,coursera,english,physical science and engineering,environmental science and sustainability,"['spatial analysis', 'analytics', 'workflow', 'data management']","['analytics', 'database management']"
